nama_channel,judul_video,author,komentar,casefolding,stripping,normalisasi,tokenizing,stopword_removal,stemming,no_repeated,token_list,final_tokens
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@TanLongNguyen-u4b,"00:11 ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, terima kasih buat pengalaman seru! Ceritanya bikin mikir, visualnya keren, dan hadiahnya bikin semangat! 💪","00:11 ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, terima kasih buat pengalaman seru! ceritanya bikin mikir, visualnya keren, dan hadiahnya bikin semangat! 💪","00:11 ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, terima kasih buat pengalaman seru! ceritanya bikin mikir, visualnya keren, dan hadiahnya bikin semangat! 💪","00:11 ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, terima kasih buat pengalaman seru! ceritanya bikin mikir, visualnya keren, dan hadiahnya bikin semangat! 💪","['00', '11', 'terima', 'kasih', 'buat', 'pengalaman', 'seru', 'ceritanya', 'bikin', 'mikir', 'visualnya', 'keren', 'dan', 'hadiahnya', 'bikin', 'semangat']","['00', '11', 'terima', 'kasih', 'pengalaman', 'seru', 'ceritanya', 'bikin', 'mikir', 'visualnya', 'keren', 'hadiahnya', 'bikin', 'semangat']","['00', '11', 'terima', 'kasih', 'alam', 'seru', 'cerita', 'bikin', 'mikir', 'visual', 'keren', 'hadiah', 'bikin', 'semangat']","['0', '1', 'terima', 'kasih', 'alam', 'seru', 'cerita', 'bikin', 'mikir', 'visual', 'keren', 'hadiah', 'bikin', 'semangat']","['0', '1', 'terima', 'kasih', 'alam', 'seru', 'cerita', 'bikin', 'mikir', 'visual', 'keren', 'hadiah', 'bikin', 'semangat']","['terima', 'kasih', 'alam', 'seru', 'cerita', 'bikin', 'mikir', 'visual', 'keren', 'hadiah', 'bikin', 'semangat']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@HuuLongHuynh-x7i6r,"Alhamdulillah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin hiburan jadi lebih bermakna! Ceritanya relate, hadiahnya bikin dompet happy! 🙏","alhamdulillah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin hiburan jadi lebih bermakna! ceritanya relate, hadiahnya bikin dompet happy! 🙏","alhamdulillah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin hiburan jadi lebih bermakna! ceritanya relate, hadiahnya bikin dompet happy! 🙏","alhamdulillah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin hiburan jadi lebih bermakna! ceritanya relate, hadiahnya bikin dompet happy! 🙏","['alhamdulillah', 'bikin', 'hiburan', 'jadi', 'lebih', 'bermakna', 'ceritanya', 'relate', 'hadiahnya', 'bikin', 'dompet', 'happy']","['alhamdulillah', 'bikin', 'hiburan', 'bermakna', 'ceritanya', 'relate', 'hadiahnya', 'bikin', 'dompet', 'happy']","['alhamdulillah', 'bikin', 'hibur', 'makna', 'cerita', 'relate', 'hadiah', 'bikin', 'dompet', 'happy']","['alhamdulilah', 'bikin', 'hibur', 'makna', 'cerita', 'relate', 'hadiah', 'bikin', 'dompet', 'hapy']","['alhamdulilah', 'bikin', 'hibur', 'makna', 'cerita', 'relate', 'hadiah', 'bikin', 'dompet', 'hapy']","['alhamdulilah', 'bikin', 'hibur', 'makna', 'cerita', 'relate', 'hadiah', 'bikin', 'dompet', 'hapy']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@XuanDungVu-x1h,"❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, apa rahasia kamu bikin ketagihan? 😍 Gameplay seru, cerita mengalir, hadiah top! 💖","❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, apa rahasia kamu bikin ketagihan? 😍 gameplay seru, cerita mengalir, hadiah top! 💖","❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, apa rahasia kamu bikin ketagihan? 😍 gameplay seru, cerita mengalir, hadiah top! 💖","❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, apa rahasia kamu bikin ketagihan? 😍 gameplay seru, cerita mengalir, hadiah top! 💖","['apa', 'rahasia', 'kamu', 'bikin', 'ketagihan', 'gameplay', 'seru', 'cerita', 'mengalir', 'hadiah', 'top']","['rahasia', 'bikin', 'ketagihan', 'gameplay', 'seru', 'cerita', 'mengalir', 'hadiah', 'top']","['rahasia', 'bikin', 'tagih', 'gameplay', 'seru', 'cerita', 'alir', 'hadiah', 'top']","['rahasia', 'bikin', 'tagih', 'gameplay', 'seru', 'cerita', 'alir', 'hadiah', 'top']","['rahasia', 'bikin', 'tagih', 'gameplay', 'seru', 'cerita', 'alir', 'hadiah', 'top']","['rahasia', 'bikin', 'tagih', 'gameplay', 'seru', 'cerita', 'alir', 'hadiah']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@NgocAnHuynh-n2b,"Sumpah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 luar biasa! Visualnya kece, ceritanya menyentuh, dan hadiahnya bikin jantungan. Pengalaman gaming yang top! 🚀","sumpah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 luar biasa! visualnya kece, ceritanya menyentuh, dan hadiahnya bikin jantungan. pengalaman gaming yang top! 🚀","sumpah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 luar biasa! visualnya kece, ceritanya menyentuh, dan hadiahnya bikin jantungan. pengalaman gaming yang top! 🚀","sumpah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 luar biasa! visualnya kece, ceritanya menyentuh, dan hadiahnya bikin jantungan. pengalaman gaming yang top! 🚀","['sumpah', 'luar', 'biasa', 'visualnya', 'kece', 'ceritanya', 'menyentuh', 'dan', 'hadiahnya', 'bikin', 'jantungan', 'pengalaman', 'gaming', 'yang', 'top']","['sumpah', 'visualnya', 'kece', 'ceritanya', 'menyentuh', 'hadiahnya', 'bikin', 'jantungan', 'pengalaman', 'gaming', 'top']","['sumpah', 'visual', 'kece', 'cerita', 'sentuh', 'hadiah', 'bikin', 'jantung', 'alam', 'gaming', 'top']","['sumpah', 'visual', 'kece', 'cerita', 'sentuh', 'hadiah', 'bikin', 'jantung', 'alam', 'gaming', 'top']","['sumpah', 'visual', 'kece', 'cerita', 'sentuh', 'hadiah', 'bikin', 'jantung', 'alam', 'gaming', 'top']","['sumpah', 'visual', 'kece', 'cerita', 'sentuh', 'hadiah', 'bikin', 'jantung', 'alam', 'gaming']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@VanDungPham-h2d,"Gila, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin nagih! Ceritanya dalam, visualnya kece, dan kemenangannya bikin kaget. Wajib coba! 🔥","gila, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin nagih! ceritanya dalam, visualnya kece, dan kemenangannya bikin kaget. wajib coba! 🔥","gila, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin nagih! ceritanya dalam, visualnya kece, dan kemenangannya bikin kaget. wajib coba! 🔥","gila, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin nagih! ceritanya dalam, visualnya kece, dan kemenangannya bikin kaget. wajib coba! 🔥","['gila', 'bikin', 'nagih', 'ceritanya', 'dalam', 'visualnya', 'kece', 'dan', 'kemenangannya', 'bikin', 'kaget', 'wajib', 'coba']","['gila', 'bikin', 'nagih', 'ceritanya', 'visualnya', 'kece', 'kemenangannya', 'bikin', 'kaget', 'wajib', 'coba']","['gila', 'bikin', 'nagih', 'cerita', 'visual', 'kece', 'menang', 'bikin', 'kaget', 'wajib', 'coba']","['gila', 'bikin', 'nagih', 'cerita', 'visual', 'kece', 'menang', 'bikin', 'kaget', 'wajib', 'coba']","['gila', 'bikin', 'nagih', 'cerita', 'visual', 'kece', 'menang', 'bikin', 'kaget', 'wajib', 'coba']","['gila', 'bikin', 'nagih', 'cerita', 'visual', 'kece', 'menang', 'bikin', 'kaget', 'wajib', 'coba']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@DucDungLe-b2k,"Ya Tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna! 👏","ya tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! visualnya memanjakan mata, ceritanya penuh makna! 👏","ya tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! visualnya memanjakan mata, ceritanya penuh makna! 👏","ya tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! visualnya memanjakan mata, ceritanya penuh makna! 👏","['ya', 'tuhan', 'bikin', 'speechless', 'visualnya', 'memanjakan', 'mata', 'ceritanya', 'penuh', 'makna']","['ya', 'tuhan', 'bikin', 'speechless', 'visualnya', 'memanjakan', 'mata', 'ceritanya', 'penuh', 'makna']","['ya', 'tuhan', 'bikin', 'speechless', 'visual', 'manja', 'mata', 'cerita', 'penuh', 'makna']","['ya', 'tuhan', 'bikin', 'spechles', 'visual', 'manja', 'mata', 'cerita', 'penuh', 'makna']","['ya', 'tuhan', 'bikin', 'spechles', 'visual', 'manja', 'mata', 'cerita', 'penuh', 'makna']","['tuhan', 'bikin', 'spechles', 'visual', 'manja', 'mata', 'cerita', 'penuh', 'makna']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@NgocKhoaNgo-t2m,"Subhanallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin pengalaman main jadi beda! Ceritanya inspiratif, visualnya keren! 🙌","subhanallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin pengalaman main jadi beda! ceritanya inspiratif, visualnya keren! 🙌","subhanallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin pengalaman main jadi beda! ceritanya inspiratif, visualnya keren! 🙌","subhanallah, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin pengalaman main jadi beda! ceritanya inspiratif, visualnya keren! 🙌","['subhanallah', 'bikin', 'pengalaman', 'main', 'jadi', 'beda', 'ceritanya', 'inspiratif', 'visualnya', 'keren']","['subhanallah', 'bikin', 'pengalaman', 'main', 'beda', 'ceritanya', 'inspiratif', 'visualnya', 'keren']","['subhanallah', 'bikin', 'alam', 'main', 'beda', 'cerita', 'inspiratif', 'visual', 'keren']","['subhanalah', 'bikin', 'alam', 'main', 'beda', 'cerita', 'inspiratif', 'visual', 'keren']","['subhanalah', 'bikin', 'alam', 'main', 'beda', 'cerita', 'inspiratif', 'visual', 'keren']","['subhanalah', 'bikin', 'alam', 'main', 'beda', 'cerita', 'inspiratif', 'visual', 'keren']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@VanHuyNguyen-d9b,"01:44 Keren abis ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! Gameplay-nya dikemas apik, visualnya memanjakan mata, dan hadiahnya bikin dompet tersenyum lebar. Pengalaman yang nggak boleh dilewatkan! 😍","01:44 keren abis ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! gameplay-nya dikemas apik, visualnya memanjakan mata, dan hadiahnya bikin dompet tersenyum lebar. pengalaman yang nggak boleh dilewatkan! 😍","01:44 keren abis ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! gameplay-nya dikemas apik, visualnya memanjakan mata, dan hadiahnya bikin dompet tersenyum lebar. pengalaman yang nggak boleh dilewatkan! 😍","01:44 keren banget ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! gameplay-nya dikemas apik, visualnya memanjakan mata, dan hadiahnya bikin dompet tersenyum lebar. pengalaman yang tidak boleh dilewatkan! 😍","['01', '44', 'keren', 'banget', 'gameplay', 'nya', 'dikemas', 'apik', 'visualnya', 'memanjakan', 'mata', 'dan', 'hadiahnya', 'bikin', 'dompet', 'tersenyum', 'lebar', 'pengalaman', 'yang', 'tidak', 'boleh', 'dilewatkan']","['01', '44', 'keren', 'banget', 'gameplay', 'nya', 'dikemas', 'apik', 'visualnya', 'memanjakan', 'mata', 'hadiahnya', 'bikin', 'dompet', 'tersenyum', 'lebar', 'pengalaman', 'dilewatkan']","['01', '44', 'keren', 'banget', 'gameplay', 'nya', 'kemas', 'apik', 'visual', 'manja', 'mata', 'hadiah', 'bikin', 'dompet', 'senyum', 'lebar', 'alam', 'lewat']","['01', '4', 'keren', 'banget', 'gameplay', 'nya', 'kemas', 'apik', 'visual', 'manja', 'mata', 'hadiah', 'bikin', 'dompet', 'senyum', 'lebar', 'alam', 'lewat']","['01', '4', 'keren', 'banget', 'gameplay', 'nya', 'kemas', 'apik', 'visual', 'manja', 'mata', 'hadiah', 'bikin', 'dompet', 'senyum', 'lebar', 'alam', 'lewat']","['keren', 'banget', 'gameplay', 'kemas', 'apik', 'visual', 'manja', 'mata', 'hadiah', 'bikin', 'dompet', 'senyum', 'lebar', 'alam', 'lewat']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@XuanHuyLe-y2x,"Gak sabar share ke temen soal ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! Ceritanya bikin penasaran, kemenangannya bikin happy, dan visualnya top! ❤️","gak sabar share ke temen soal ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! ceritanya bikin penasaran, kemenangannya bikin happy, dan visualnya top! ❤️","gak sabar share ke temen soal ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! ceritanya bikin penasaran, kemenangannya bikin happy, dan visualnya top! ❤️","tidak sabar share ke temen soal ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! ceritanya bikin penasaran, kemenangannya bikin happy, dan visualnya top! ❤️","['tidak', 'sabar', 'share', 'ke', 'temen', 'soal', 'ceritanya', 'bikin', 'penasaran', 'kemenangannya', 'bikin', 'happy', 'dan', 'visualnya', 'top']","['sabar', 'share', 'temen', 'ceritanya', 'bikin', 'penasaran', 'kemenangannya', 'bikin', 'happy', 'visualnya', 'top']","['sabar', 'share', 'temen', 'cerita', 'bikin', 'penasaran', 'menang', 'bikin', 'happy', 'visual', 'top']","['sabar', 'share', 'temen', 'cerita', 'bikin', 'penasaran', 'menang', 'bikin', 'hapy', 'visual', 'top']","['sabar', 'share', 'temen', 'cerita', 'bikin', 'penasaran', 'menang', 'bikin', 'hapy', 'visual', 'top']","['sabar', 'share', 'temen', 'cerita', 'bikin', 'penasaran', 'menang', 'bikin', 'hapy', 'visual']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@Asfaaaaa35,Bikin video rating terburuk di shopee lg dong kak pebbb🎉,bikin video rating terburuk di shopee lg dong kak pebbb🎉,bikin video rating terburuk di shopee lg dong kak pebbb🎉,bikin video rating terburuk di shopee lagi nan kak pebbb🎉,"['bikin', 'video', 'rating', 'terburuk', 'di', 'shopee', 'lagi', 'nan', 'kak', 'pebbb']","['bikin', 'video', 'rating', 'terburuk', 'shopee', 'nan', 'kak', 'pebbb']","['bikin', 'video', 'rating', 'buruk', 'shopee', 'nan', 'kak', 'pebbb']","['bikin', 'video', 'rating', 'buruk', 'shope', 'nan', 'kak', 'peb']","['bikin', 'video', 'rating', 'buruk', 'shope', 'nan', 'kak', 'peb']","['bikin', 'video', 'rating', 'buruk', 'shope']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@apriliasari7863,🥰,🥰,🥰,🥰,[],[],[],[],[],[]
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@dyanwiedy5479,😍,😍,😍,😍,[],[],[],[],[],[]
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@raylachaimalivalaya6298,ci colab sama ci mei kalau dia lagi di bali sama neng eliii plisssssss,ci colab sama ci mei kalau dia lagi di bali sama neng eliii plisssssss,ci colab sama ci mei kalau dia lagi di bali sama neng eliii plisssssss,ci colab sama ci mei kalau dia lagi di bali sama neng eliii plisssssss,"['ci', 'colab', 'sama', 'ci', 'mei', 'kalau', 'dia', 'lagi', 'di', 'bali', 'sama', 'neng', 'eliii', 'plisssssss']","['ci', 'colab', 'ci', 'mei', 'bali', 'neng', 'eliii', 'plisssssss']","['ci', 'colab', 'ci', 'mei', 'bal', 'neng', 'eliii', 'plisssssss']","['ci', 'colab', 'ci', 'mei', 'bal', 'neng', 'eli', 'plis']","['ci', 'colab', 'ci', 'mei', 'bal', 'neng', 'eli', 'plis']","['colab', 'neng', 'plis']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@DinhSonLe-v1c,"Kalau kayak gini setiap hari ku pastikan betah main di sini,💙ℙℝ𝕆𝔹𝔼𝕋-855💙mantap!💯","kalau kayak gini setiap hari ku pastikan betah main di sini,💙ℙℝ𝕆𝔹𝔼𝕋-855💙mantap!💯","kalau kayak gini setiap hari ku pastikan betah main di sini,💙ℙℝ𝕆𝔹𝔼𝕋-855💙mantap!💯","kalau kayak begini setiap hari ku pastikan betah main di sini,💙ℙℝ𝕆𝔹𝔼𝕋-855💙mantap!💯","['kalau', 'kayak', 'begini', 'setiap', 'hari', 'ku', 'pastikan', 'betah', 'main', 'di', 'sini', '855', 'mantap']","['kayak', 'ku', 'pastikan', 'betah', 'main', '855', 'mantap']","['kayak', 'ku', 'pasti', 'betah', 'main', '855', 'mantap']","['kayak', 'ku', 'pasti', 'betah', 'main', '85', 'mantap']","['kayak', 'ku', 'pasti', 'betah', 'main', '85', 'mantap']","['kayak', 'pasti', 'betah', 'main', 'mantap']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@QuangHuyNguyen-t6i,"Nonton ini sambil buka,💙ℙℝ𝕆𝔹𝔼𝕋-855💙combo mantap!💯","nonton ini sambil buka,💙ℙℝ𝕆𝔹𝔼𝕋-855💙combo mantap!💯","nonton ini sambil buka,💙ℙℝ𝕆𝔹𝔼𝕋-855💙combo mantap!💯","nonton ini sambil buka,💙ℙℝ𝕆𝔹𝔼𝕋-855💙combo mantap!💯","['nonton', 'ini', 'sambil', 'buka', '855', 'combo', 'mantap']","['nonton', 'buka', '855', 'combo', 'mantap']","['nonton', 'buka', '855', 'combo', 'mantap']","['nonton', 'buka', '85', 'combo', 'mantap']","['nonton', 'buka', '85', 'combo', 'mantap']","['nonton', 'buka', 'combo', 'mantap']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@ThinhQuyenLe-y2q,"Asli deh,💙ℙℝ𝕆𝔹𝔼𝕋-855💙sama konten lo sama-sama bikin betah!💯","asli deh,💙ℙℝ𝕆𝔹𝔼𝕋-855💙sama konten lo sama-sama bikin betah!💯","asli deh,💙ℙℝ𝕆𝔹𝔼𝕋-855💙sama konten lo sama-sama bikin betah!💯","asli deh,💙ℙℝ𝕆𝔹𝔼𝕋-855💙sama konten lo sama-sama bikin betah!💯","['asli', 'deh', '855', 'sama', 'konten', 'lo', 'sama', 'sama', 'bikin', 'betah']","['asli', 'deh', '855', 'konten', 'lo', 'bikin', 'betah']","['asli', 'deh', '855', 'konten', 'lo', 'bikin', 'betah']","['asli', 'deh', '85', 'konten', 'lo', 'bikin', 'betah']","['asli', 'deh', '85', 'konten', 'lo', 'bikin', 'betah']","['asli', 'konten', 'bikin', 'betah']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@HuuHienTruong-d3y,"Alhamdulillah,💙ℙℝ𝕆𝔹𝔼𝕋-855💙bikin hiburan lebih meaningful! Ceritanya relatable, hadiahnya wow!💯","alhamdulillah,💙ℙℝ𝕆𝔹𝔼𝕋-855💙bikin hiburan lebih meaningful! ceritanya relatable, hadiahnya wow!💯","alhamdulillah,💙ℙℝ𝕆𝔹𝔼𝕋-855💙bikin hiburan lebih meaningful! ceritanya relatable, hadiahnya wow!💯","alhamdulillah,💙ℙℝ𝕆𝔹𝔼𝕋-855💙bikin hiburan lebih meaningful! ceritanya relatable, hadiahnya wow!💯","['alhamdulillah', '855', 'bikin', 'hiburan', 'lebih', 'meaningful', 'ceritanya', 'relatable', 'hadiahnya', 'wow']","['alhamdulillah', '855', 'bikin', 'hiburan', 'meaningful', 'ceritanya', 'relatable', 'hadiahnya', 'wow']","['alhamdulillah', '855', 'bikin', 'hibur', 'meaningful', 'cerita', 'relatable', 'hadiah', 'wow']","['alhamdulilah', '85', 'bikin', 'hibur', 'meaningful', 'cerita', 'relatable', 'hadiah', 'wow']","['alhamdulilah', '85', 'bikin', 'hibur', 'meaningful', 'cerita', 'relatable', 'hadiah', 'wow']","['alhamdulilah', 'bikin', 'hibur', 'meaningful', 'cerita', 'relatable', 'hadiah']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@NguyenXuanVu-o7o,"Dengan dedikasi dan dukungan,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗tidak ada yang tidak mungkin!💯","dengan dedikasi dan dukungan,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗tidak ada yang tidak mungkin!💯","dengan dedikasi dan dukungan,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗tidak ada yang tidak mungkin!💯","dengan dedikasi dan dukungan,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗tidak ada yang tidak mungkin!💯","['dengan', 'dedikasi', 'dan', 'dukungan', '855', 'tidak', 'ada', 'yang', 'tidak', 'mungkin']","['dedikasi', 'dukungan', '855']","['dedikasi', 'dukung', '855']","['dedikasi', 'dukung', '85']","['dedikasi', 'dukung', '85']","['dedikasi', 'dukung']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@ThiNhanPhung-z9l,"Asli kontennya top,💙ℙℝ𝕆𝔹𝔼𝕋-855💙juga selalu top sih!💯","asli kontennya top,💙ℙℝ𝕆𝔹𝔼𝕋-855💙juga selalu top sih!💯","asli kontennya top,💙ℙℝ𝕆𝔹𝔼𝕋-855💙juga selalu top sih!💯","asli kontennya top,💙ℙℝ𝕆𝔹𝔼𝕋-855💙juga selalu top sih!💯","['asli', 'kontennya', 'top', '855', 'juga', 'selalu', 'top', 'sih']","['asli', 'kontennya', 'top', '855', 'top', 'sih']","['asli', 'konten', 'top', '855', 'top', 'sih']","['asli', 'konten', 'top', '85', 'top', 'sih']","['asli', 'konten', 'top', '85', 'top', 'sih']","['asli', 'konten']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@HoangThuongLe-o9x,"Salam sukses untuk Ki jaga,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗semoga selalu dalam lindungan Allah SWT Aamiin!💯","salam sukses untuk ki jaga,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗semoga selalu dalam lindungan allah swt aamiin!💯","salam sukses untuk ki jaga,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗semoga selalu dalam lindungan allah swt aamiin!💯","salam sukses untuk ki jaga,🆗ℙℝ𝕆𝔹𝔼𝕋-855🆗semoga selalu dalam lindungan allah swt aamiin!💯","['salam', 'sukses', 'untuk', 'ki', 'jaga', '855', 'semoga', 'selalu', 'dalam', 'lindungan', 'allah', 'swt', 'aamiin']","['salam', 'sukses', 'ki', 'jaga', '855', 'semoga', 'lindungan', 'allah', 'swt', 'aamiin']","['salam', 'sukses', 'ki', 'jaga', '855', 'moga', 'lindung', 'allah', 'swt', 'aamiin']","['salam', 'sukses', 'ki', 'jaga', '85', 'moga', 'lindung', 'alah', 'swt', 'amin']","['salam', 'sukses', 'ki', 'jaga', '85', 'moga', 'lindung', 'alah', 'swt', 'amin']","['salam', 'sukses', 'jaga', 'moga', 'lindung', 'alah', 'amin']"
Pebbi Lieyanti,"BELI SEMUA MAKANAN VIRAL TIKTOK, PART 31!",@VanCatLe-n7g,"Aku gak habis pikir kenapa channel sekeren ini masih belum banyak dikenal,💙ℙℝ𝕆𝔹𝔼𝕋-855💙Semua elemen dalam videonya niat banget: dari editing, penyampaian, sampe vibes-nya. Pokoknya, ini konten berkualitas tinggi!💯","aku gak habis pikir kenapa channel sekeren ini masih belum banyak dikenal,💙ℙℝ𝕆𝔹𝔼𝕋-855💙semua elemen dalam videonya niat banget: dari editing, penyampaian, sampe vibes-nya. pokoknya, ini konten berkualitas tinggi!💯","aku gak habis pikir kenapa channel sekeren ini masih belum banyak dikenal,💙ℙℝ𝕆𝔹𝔼𝕋-855💙semua elemen dalam videonya niat banget: dari editing, penyampaian, sampe vibes-nya. pokoknya, ini konten berkualitas tinggi!💯","aku tidak habis pikir kenapa channel sekeren ini masih belum banyak dikenal,💙ℙℝ𝕆𝔹𝔼𝕋-855💙semua elemen dalam videonya niat banget: dari editing, penyampaian, sampe vibes-nya. pokoknya, ini konten berkualitas tinggi!💯","['aku', 'tidak', 'habis', 'pikir', 'kenapa', 'channel', 'sekeren', 'ini', 'masih', 'belum', 'banyak', 'dikenal', '855', 'semua', 'elemen', 'dalam', 'videonya', 'niat', 'banget', 'dari', 'editing', 'penyampaian', 'sampe', 'vibes', 'nya', 'pokoknya', 'ini', 'konten', 'berkualitas', 'tinggi']","['habis', 'pikir', 'channel', 'sekeren', 'dikenal', '855', 'elemen', 'videonya', 'niat', 'banget', 'editing', 'penyampaian', 'sampe', 'vibes', 'nya', 'pokoknya', 'konten', 'berkualitas']","['habis', 'pikir', 'channel', 'keren', 'kenal', '855', 'elemen', 'video', 'niat', 'banget', 'editing', 'sampai', 'sampe', 'vibes', 'nya', 'pokok', 'konten', 'kualitas']","['habis', 'pikir', 'chanel', 'keren', 'kenal', '85', 'elemen', 'video', 'niat', 'banget', 'editing', 'sampai', 'sampe', 'vibes', 'nya', 'pokok', 'konten', 'kualitas']","['habis', 'pikir', 'chanel', 'keren', 'kenal', '85', 'elemen', 'video', 'niat', 'banget', 'editing', 'sampai', 'sampe', 'vibes', 'nya', 'pokok', 'konten', 'kualitas']","['habis', 'pikir', 'chanel', 'keren', 'kenal', 'elemen', 'video', 'niat', 'banget', 'editing', 'sampai', 'sampe', 'vibes', 'pokok', 'konten', 'kualitas']"
Ravie Pie,makanan tiktokers siapa yang pengen kamu cobain?🙌😁 #raviepieshorts,@ayupricila,"Main di 𝐕𝐈𝐕𝐀𝟏𝟑𝟖 , Menang Bukan Cuma Mimpi!""","main di 𝐕𝐈𝐕𝐀𝟏𝟑𝟖 , menang bukan cuma mimpi!""","main di 𝐕𝐈𝐕𝐀𝟏𝟑𝟖 , menang bukan cuma mimpi!""","main di 𝐕𝐈𝐕𝐀𝟏𝟑𝟖 , menang bukan cuma mimpi!""","['main', 'di', 'menang', 'bukan', 'cuma', 'mimpi']","['main', 'menang', 'mimpi']","['main', 'menang', 'mimpi']","['main', 'menang', 'mimpi']","['main', 'menang', 'mimpi']","['main', 'menang', 'mimpi']"
